ID,NON,n0,n1,n2,n3,n4,n5,n6,n7
500,8,14058,14099,35410,19507,14097,14132,35413,35411
501,8,14099,14051,19506,35410,14132,14067,35412,35413
502,8,19507,35410,19506,18479,35411,35413,35412,19508
503,8,14055,14067,14132,14097,19508,35412,35413,35411
504,8,3477,19509,35414,19511,19512,35415,35418,35416
505,8,19509,17739,19510,35414,35415,19514,35417,35418
506,8,19511,35414,19510,18033,35416,35418,35417,19513
507,8,17740,19514,35415,19512,19513,35417,35418,35416
508,8,18441,19515,35419,19517,19518,35420,35423,35421
509,8,19515,3445,19516,35419,35420,3446,35422,35423
510,8,19517,35419,19516,18558,35421,35423,35422,19519
511,8,232,3446,35420,19518,19519,35422,35423,35421
512,8,17692,19520,35424,19522,19523,35425,35428,35426
513,8,19520,4896,19521,35424,35425,4948,35427,35428
514,8,19522,35424,19521,18007,35426,35428,35427,19524
515,8,599,4948,35425,19523,19524,35427,35428,35426
516,8,16428,19525,35429,16433,19527,35430,35433,35431
517,8,19525,18623,19526,35429,35430,19529,35432,35433
518,8,16433,35429,19526,3703,35431,35433,35432,19528
519,8,17819,19529,35430,19527,19528,35432,35433,35431
520,8,888,19530,35434,16884,16885,35435,35437,16914
521,8,19530,17816,19531,35434,35435,19532,35436,35437
522,8,16884,35434,19531,16852,16914,35437,35436,16883
523,8,16850,19532,35435,16885,16883,35436,35437,16914
524,8,1640,8784,35438,19534,19535,35439,35442,35440
525,8,8784,8745,19533,35438,35439,19537,35441,35442
526,8,19534,35438,19533,17756,35440,35442,35441,19536
527,8,17744,19537,35439,19535,19536,35441,35442,35440
528,8,17704,19538,35443,19540,19541,35444,35447,35445
529,8,19538,17706,19539,35443,35444,19543,35446,35447
530,8,19540,35443,19539,17677,35445,35447,35446,19542
531,8,17641,19543,35444,19541,19542,35446,35447,35445
532,8,4909,19544,35448,4969,19546,35449,35452,35450
533,8,19544,17691,19545,35448,35449,19548,35451,35452
534,8,4969,35448,19545,4900,35450,35452,35451,19547
535,8,17701,19548,35449,19546,19547,35451,35452,35450
536,8,18387,19549,35453,19551,19552,35454,35457,35455
537,8,19549,18355,19550,35453,35454,19554,35456,35457
538,8,19551,35453,19550,18378,35455,35457,35456,19553
539,8,18356,19554,35454,19552,19553,35456,35457,35455
540,8,4909,19544,35449,19546,19555,35458,35461,35459
541,8,19544,17691,19548,35449,35458,19556,35460,35461
542,8,19546,35449,19548,17701,35459,35461,35460,19422
543,8,17700,19556,35458,19555,19422,35460,35461,35459
544,8,18639,19557,35462,19559,19560,35463,35466,35464
545,8,19557,18707,19558,35462,35463,19562,35465,35466
546,8,19559,35462,19558,18650,35464,35466,35465,19561
547,8,17569,19562,35463,19560,19561,35465,35466,35464
548,8,18795,19563,35467,18983,19331,35468,35469,35216
549,8,19563,18659,19103,35467,35468,19102,34978,35469
550,8,18983,35467,19103,17806,35216,35469,34978,19104
551,8,18703,19102,35468,19331,19104,34978,35469,35216
552,8,209,19564,35470,19566,14436,35471,35474,35472
553,8,19564,18520,19565,35470,35471,19568,35473,35474
554,8,19566,35470,19565,18517,35472,35474,35473,19567
555,8,14416,19568,35471,14436,19567,35473,35474,35472
556,8,15115,15127,15135,15125,19569,35475,35478,35476
557,8,15127,15116,15124,15135,35475,19571,35477,35478
558,8,15125,15135,15124,3411,35476,35478,35477,19570
559,8,18453,19571,35475,19569,19570,35477,35478,35476
560,8,230,15123,35479,19573,3410,15133,35482,35480
561,8,15123,15116,19572,35479,15133,15124,35481,35482
562,8,19573,35479,19572,18450,35480,35482,35481,19574
563,8,3411,15124,15133,3410,19574,35481,35482,35480
564,8,1202,19575,35483,6964,19577,35484,35487,35485
565,8,19575,18022,19576,35483,35484,19579,35486,35487
566,8,6964,35483,19576,1234,35485,35487,35486,19578
567,8,18577,19579,35484,19577,19578,35486,35487,35485
568,8,17772,19580,35488,19582,19583,35489,35492,35490
569,8,19580,18607,19581,35488,35489,19585,35491,35492
570,8,19582,35488,19581,3665,35490,35492,35491,19584
571,8,18601,19585,35489,19583,19584,35491,35492,35490
572,8,17505,19586,35493,19588,19589,35494,35497,35495
573,8,19586,18924,19587,35493,35494,19591,35496,35497
574,8,19588,35493,19587,18944,35495,35497,35496,19590
575,8,18818,19591,35494,19589,19590,35496,35497,35495
576,8,18261,19592,35498,19594,19595,35499,35502,35500
577,8,19592,18190,19593,35498,35499,19597,35501,35502
578,8,19594,35498,19593,18237,35500,35502,35501,19596
579,8,18260,19597,35499,19595,19596,35501,35502,35500
580,8,17816,19598,35503,19600,19601,35504,35507,35505
581,8,19598,18629,19599,35503,35504,19602,35506,35507
582,8,19600,35503,19599,16536,35505,35507,35506,16599
583,8,16547,19602,35504,19601,16599,35506,35507,35505
584,8,4910,4964,5026,4936,19603,35508,35510,35509
585,8,4964,4909,4969,5026,35508,19546,35450,35510
586,8,4936,5026,4969,4900,35509,35510,35450,19547
587,8,17701,19546,35508,19603,19547,35450,35510,35509
588,8,870,19604,35511,19606,869,35512,35515,35513
589,8,19604,17808,19605,35511,35512,19608,35514,35515
590,8,19606,35511,19605,17806,35513,35515,35514,19607
591,8,868,19608,35512,869,19607,35514,35515,35513
592,8,1182,6877,35516,19610,19611,35517,35520,35518
593,8,6877,6825,19609,35516,35517,19612,35519,35520
594,8,19610,35516,19609,17939,35518,35520,35519,19415
595,8,17934,19612,35517,19611,19415,35519,35520,35518
596,8,17528,19613,35521,19615,19616,35522,35525,35523
597,8,19613,17530,19614,35521,35522,19618,35524,35525
598,8,19615,35521,19614,17533,35523,35525,35524,19617
599,8,17531,19618,35522,19616,19617,35524,35525,35523
600,8,868,867,5767,5713,19607,35526,35529,35527
601,8,867,32,5714,5767,35526,19619,35528,35529
602,8,5713,5767,5714,5700,35527,35529,35528,18986
603,8,17806,19619,35526,19607,18986,35528,35529,35527
604,8,1346,19620,35530,1345,19622,35531,35534,35532
605,8,19620,17992,19621,35530,35531,19624,35533,35534
606,8,1345,35530,19621,1344,35532,35534,35533,19623
607,8,17995,19624,35531,19622,19623,35533,35534,35532
608,8,18584,19625,35535,19626,19627,35536,35538,35537
609,8,19625,15978,16001,35535,35536,16000,16091,35538
610,8,19626,35535,16001,3562,35537,35538,16091,16002
611,8,15976,16000,35536,19627,16002,16091,35538,35537
612,8,4123,4147,35539,19629,4131,4168,35542,35540
613,8,4147,4124,19628,35539,4168,4148,35541,35542
614,8,19629,35539,19628,17503,35540,35542,35541,19630
615,8,4121,4148,4168,4131,19630,35541,35542,35540
616,8,1480,1479,35543,19632,15836,15863,35546,35544
617,8,1479,1478,19631,35543,15863,15838,35545,35546
618,8,19632,35543,19631,17960,35544,35546,35545,19633
619,8,1214,15838,15863,15836,19633,35545,35546,35544
620,8,858,5643,35547,19635,857,5674,35550,35548
621,8,5643,5633,19634,35547,5674,5644,35549,35550
622,8,19635,35547,19634,17795,35548,35550,35549,19636
623,8,856,5644,5674,857,19636,35549,35550,35548
624,8,18761,19637,35551,19639,19640,35552,35555,35553
625,8,19637,18003,19638,35551,35552,19642,35554,35555
626,8,19639,35551,19638,17582,35553,35555,35554,19641
627,8,18694,19642,35552,19640,19641,35554,35555,35553
628,8,8319,19643,35556,19645,8378,35557,35560,35558
629,8,19643,18021,19644,35556,35557,19647,35559,35560
630,8,19645,35556,19644,17960,35558,35560,35559,19646
631,8,1539,19647,35557,8378,19646,35559,35560,35558
632,8,443,19648,35561,444,4466,35562,35564,4478
633,8,19648,17489,19649,35561,35562,19303,35563,35564
634,8,444,35561,19649,24,4478,35564,35563,439
635,8,438,19303,35562,4466,439,35563,35564,4478
636,8,17981,19650,35565,19652,19653,35566,35569,35567
637,8,19650,18695,19651,35565,35566,19655,35568,35569
638,8,19652,35565,19651,18834,35567,35569,35568,19654
639,8,17989,19655,35566,19653,19654,35568,35569,35567
640,8,17490,19656,35570,19658,19659,35571,35574,35572
641,8,19656,449,19657,35570,35571,19661,35573,35574
642,8,19658,35570,19657,17566,35572,35574,35573,19660
643,8,17564,19661,35571,19659,19660,35573,35574,35572
644,8,2957,19662,35575,13500,13499,35576,35578,13518
645,8,19662,18509,19663,35575,35576,19664,35577,35578
646,8,13500,35575,19663,2192,13518,35578,35577,2191
647,8,2190,19664,35576,13499,2191,35577,35578,13518
648,8,118,19665,35579,19667,15919,35580,35583,35581
649,8,19665,17763,19666,35579,35580,19184,35582,35583
650,8,19667,35579,19666,17770,35581,35583,35582,19668
651,8,15908,19184,35580,15919,19668,35582,35583,35581
652,8,18859,19669,35584,19671,19672,35585,35588,35586
653,8,19669,18861,19670,35584,35585,19674,35587,35588
654,8,19671,35584,19670,18261,35586,35588,35587,19673
655,8,18252,19674,35585,19672,19673,35587,35588,35586
656,8,18949,19675,35589,19677,19678,35590,35593,35591
657,8,19675,18905,19676,35589,35590,19680,35592,35593
658,8,19677,35589,19676,18950,35591,35593,35592,19679
659,8,18279,19680,35590,19678,19679,35592,35593,35591
660,8,17527,19681,35594,19683,19684,35595,35598,35596
661,8,19681,18934,19682,35594,35595,19686,35597,35598
662,8,19683,35594,19682,18933,35596,35598,35597,19685
663,8,18636,19686,35595,19684,19685,35597,35598,35596
664,8,17862,19687,35599,19688,19689,35600,35603,35601
665,8,19687,6141,6169,35599,35600,19691,35602,35603
666,8,19688,35599,6169,6133,35601,35603,35602,19690
667,8,18802,19691,35600,19689,19690,35602,35603,35601
668,8,15972,19692,35604,19694,19695,35605,35608,35606
669,8,19692,18568,19693,35604,35605,19697,35607,35608
670,8,19694,35604,19693,18587,35606,35608,35607,19696
671,8,18589,19697,35605,19695,19696,35607,35608,35606
672,8,399,400,35009,19132,19698,35609,35612,35610
673,8,400,401,19133,35009,35609,19700,35611,35612
674,8,19132,35009,19133,17546,35610,35612,35611,19699
675,8,17545,19700,35609,19698,19699,35611,35612,35610
676,8,16162,19701,35613,16201,19703,35614,35617,35615
677,8,19701,18616,19702,35613,35614,19705,35616,35617
678,8,16201,35613,19702,3499,35615,35617,35616,19704
679,8,18787,19705,35614,19703,19704,35616,35617,35615
680,8,163,2572,35618,19707,11414,11441,35621,35619
681,8,2572,2573,19706,35618,11441,11413,35620,35621
682,8,19707,35618,19706,18375,35619,35621,35620,19708
683,8,11408,11413,11441,11414,19708,35620,35621,35619
684,8,17594,19709,35622,19711,19712,35623,35626,35624
685,8,19709,18671,19710,35622,35623,19714,35625,35626
686,8,19711,35622,19710,18690,35624,35626,35625,19713
687,8,17511,19714,35623,19712,19713,35625,35626,35624
688,8,32,19715,35627,5714,19619,35628,35629,35528
689,8,19715,18795,18987,35627,35628,18983,34857,35629
690,8,5714,35627,18987,5700,35528,35629,34857,18986
691,8,17806,18983,35628,19619,18986,34857,35629,35528
692,8,18595,19716,35630,19718,19719,35631,35634,35632
693,8,19716,18593,19717,35630,35631,19721,35633,35634
694,8,19718,35630,19717,18592,35632,35634,35633,19720
695,8,18587,19721,35631,19719,19720,35633,35634,35632
696,8,18592,19722,35635,19724,19725,35636,35639,35637
697,8,19722,15982,19723,35635,35636,16029,35638,35639
698,8,19724,35635,19723,18589,35637,35639,35638,19726
699,8,15985,16029,35636,19725,19726,35638,35639,35637
700,8,1743,19727,35640,1742,9017,35641,35643,9056
701,8,19727,18080,19728,35640,35641,19729,35642,35643
702,8,1742,35640,19728,1741,9056,35643,35642,9024
703,8,9011,19729,35641,9017,9024,35642,35643,9056
704,8,17701,19730,35644,19732,19422,35645,35648,35646
705,8,19730,18781,19731,35644,35645,19734,35647,35648
706,8,19732,35644,19731,625,35646,35648,35647,19733
707,8,17700,19734,35645,19422,19733,35647,35648,35646
708,8,15981,16008,16094,16007,19735,35649,35652,35650
709,8,16008,15972,15993,16094,35649,19692,35651,35652
710,8,16007,16094,15993,15984,35650,35652,35651,19736
711,8,18568,19692,35649,19735,19736,35651,35652,35650
712,8,17745,19737,35653,19739,19740,35654,35657,35655
713,8,19737,17743,19738,35653,35654,19742,35656,35657
714,8,19739,35653,19738,8736,35655,35657,35656,19741
715,8,17742,19742,35654,19740,19741,35656,35657,35655
716,8,16422,16431,16520,16478,19743,35658,35661,35659
717,8,16431,16421,16445,16520,35658,19745,35660,35661
718,8,16478,16520,16445,16419,35659,35661,35660,19744
719,8,18604,19745,35658,19743,19744,35660,35661,35659
720,8,6135,6186,35662,19747,6159,6221,35665,35663
721,8,6186,949,19746,35662,6221,948,35664,35665
722,8,19747,35662,19746,18809,35663,35665,35664,19748
723,8,947,948,6221,6159,19748,35664,35665,35663
724,8,17791,19749,35666,19751,19752,35667,35670,35668
725,8,19749,3646,19750,35666,35667,15995,35669,35670
726,8,19751,35666,19750,18581,35668,35670,35669,19753
727,8,15973,15995,35667,19752,19753,35669,35670,35668
728,8,17512,19754,35671,19756,19757,35672,35675,35673
729,8,19754,17926,19755,35671,35672,19759,35674,35675
730,8,19756,35671,19755,17509,35673,35675,35674,19758
731,8,17510,19759,35672,19757,19758,35674,35675,35673
732,8,11016,11043,11071,11046,19760,35676,35679,35677
733,8,11043,2472,11039,11071,35676,19762,35678,35679
734,8,11046,11071,11039,11021,35677,35679,35678,19761
735,8,18308,19762,35676,19760,19761,35678,35679,35677
736,8,17701,19730,35680,19764,19732,35644,35683,35681
737,8,19730,18781,19763,35680,35644,19731,35682,35683
738,8,19764,35680,19763,17699,35681,35683,35682,19765
739,8,625,19731,35644,19732,19765,35682,35683,35681
740,8,15990,16028,35684,19766,16027,16106,35686,35685
741,8,16028,15982,19722,35684,16106,16029,35636,35686
742,8,19766,35684,19722,18592,35685,35686,35636,19725
743,8,15985,16029,16106,16027,19725,35636,35686,35685
744,8,203,3010,35687,19767,13683,13706,35689,35688
745,8,19081,3011,3010,35687,34953,13674,13706,35689
746,8,19767,35687,19081,18453,35688,35689,34953,19080
747,8,13654,13674,13706,13683,19080,34953,35689,35688
748,8,15988,16025,35690,19769,16024,16105,35693,35691
749,8,16025,15983,19768,35690,16105,16026,35692,35693
750,8,19769,35690,19768,18589,35691,35693,35692,19726
751,8,15985,16026,16105,16024,19726,35692,35693,35691
752,8,17482,19770,35694,19772,19773,35695,35698,35696
753,8,19770,281,19771,35694,35695,19775,35697,35698
754,8,19772,35694,19771,17489,35696,35698,35697,19774
755,8,17564,19775,35695,19773,19774,35697,35698,35696
756,8,18640,19776,35699,19777,19778,35700,35703,35701
757,8,19776,17566,19660,35699,35700,19780,35702,35703
758,8,19777,35699,19660,17564,35701,35703,35702,19779
759,8,17476,19780,35700,19778,19779,35702,35703,35701
760,8,619,618,35704,19782,5041,5065,35707,35705
761,8,618,617,19781,35704,5065,5040,35706,35707
762,8,19782,35704,19781,17709,35705,35707,35706,19783
763,8,5028,5040,5065,5041,19783,35706,35707,35705
764,8,18791,19784,35708,19786,19787,35709,35712,35710
765,8,19784,18605,19785,35708,35709,19789,35711,35712
766,8,19786,35708,19785,17851,35710,35712,35711,19788
767,8,17829,19789,35709,19787,19788,35711,35712,35710
768,8,17659,19790,35713,19792,19793,35714,35717,35715
769,8,19790,4810,19791,35713,35714,19794,35716,35717
770,8,19792,35713,19791,17663,35715,35717,35716,19076
771,8,17656,19794,35714,19793,19076,35716,35717,35715
772,8,17562,19795,35718,19797,19798,35719,35722,35720
773,8,19795,17548,19796,35718,35719,19799,35721,35722
774,8,19797,35718,19796,17489,35720,35722,35721,19774
775,8,17564,19799,35719,19798,19774,35721,35722,35720
776,8,17492,19800,35723,19802,19803,35724,35727,35725
777,8,19800,17580,19801,35723,35724,19805,35726,35727
778,8,19802,35723,19801,17588,35725,35727,35726,19804
779,8,17598,19805,35724,19803,19804,35726,35727,35725
780,8,18289,19806,35728,19807,19808,35729,35731,35730
781,8,19806,2437,10875,35728,35729,2438,10893,35731
782,8,19807,35728,10875,10869,35730,35731,10893,10882
783,8,149,2438,35729,19808,10882,10893,35731,35730
784,8,3477,19509,35415,19512,19809,35732,35735,35733
785,8,19509,17739,19514,35415,35732,19811,35734,35735
786,8,19512,35415,19514,17740,35733,35735,35734,19810
787,8,17745,19811,35732,19809,19810,35734,35735,35733
788,8,18712,19812,35736,19814,19815,35737,35740,35738
789,8,19812,18921,19813,35736,35737,19817,35739,35740
790,8,19814,35736,19813,18664,35738,35740,35739,19816
791,8,18732,19817,35737,19815,19816,35739,35740,35738
792,8,1743,19727,35741,14319,14329,35742,35744,14364
793,8,19727,18080,19818,35741,35742,19819,35743,35744
794,8,14319,35741,19818,1789,14364,35744,35743,1790
795,8,1791,19819,35742,14329,1790,35743,35744,14364
796,8,17672,19820,35745,19431,19822,35746,35749,35747
797,8,19820,18946,19821,35745,35746,19824,35748,35749
798,8,19431,35745,19821,18776,35747,35749,35748,19823
799,8,18831,19824,35746,19822,19823,35748,35749,35747
800,8,18815,19825,35750,19827,19828,35751,35754,35752
801,8,19825,17868,19826,35750,35751,19830,35753,35754
802,8,19827,35750,19826,18774,35752,35754,35753,19829
803,8,17876,19830,35751,19828,19829,35753,35754,35752
804,8,18014,19831,35755,19832,19833,35756,35758,35757
805,8,19831,1411,1410,35755,35756,7865,7901,35758
806,8,19832,35755,1410,1409,35757,35758,7901,7861
807,8,1406,7865,35756,19833,7861,7901,35758,35757
808,8,781,19834,35759,19835,5292,35760,35763,35761
809,8,19834,17778,19247,35759,35760,19837,35762,35763
810,8,19835,35759,19247,17775,35761,35763,35762,19836
811,8,770,19837,35760,5292,19836,35762,35763,35761
812,8,18793,19838,35764,19840,19841,35765,35768,35766
813,8,19838,18792,19839,35764,35765,19843,35767,35768
814,8,19840,35764,19839,18721,35766,35768,35767,19842
815,8,18797,19843,35765,19841,19842,35767,35768,35766
816,8,346,347,35769,19845,4136,4167,35772,35770
817,8,347,348,19844,35769,4167,4146,35771,35772
818,8,19845,35769,19844,17523,35770,35772,35771,19846
819,8,4123,4146,4167,4136,19846,35771,35772,35770
820,8,17826,19847,35773,19849,19850,35774,35777,35775
821,8,19847,5976,19848,35773,35774,19852,35776,35777
822,8,19849,35773,19848,17852,35775,35777,35776,19851
823,8,17850,19852,35774,19850,19851,35776,35777,35775
824,8,17803,19853,35778,19855,19856,35779,35782,35780
825,8,19853,18729,19854,35778,35779,19858,35781,35782
826,8,19855,35778,19854,17817,35780,35782,35781,19857
827,8,18628,19858,35779,19856,19857,35781,35782,35780
828,8,3694,16459,35783,19859,16461,16502,35786,35784
829,8,16459,16421,19745,35783,16502,16460,35785,35786
830,8,19859,35783,19745,18604,35784,35786,35785,19860
831,8,16418,16460,16502,16461,19860,35785,35786,35784
832,8,1290,1289,35787,19862,7782,7814,35790,35788
833,8,1289,1288,19861,35787,7814,7781,35789,35790
834,8,19862,35787,19861,17966,35788,35790,35789,19863
835,8,7740,7781,7814,7782,19863,35789,35790,35788
836,8,18920,19864,35791,19866,19867,35792,35795,35793
837,8,19864,18623,19865,35791,35792,19869,35794,35795
838,8,19866,35791,19865,18798,35793,35795,35794,19868
839,8,18796,19869,35792,19867,19868,35794,35795,35793
840,8,18726,19870,35796,19871,19872,35797,35799,35798
841,8,19870,18725,19152,35796,35797,19153,35033,35799
842,8,19871,35796,19152,17917,35798,35799,35033,19154
843,8,18928,19153,35797,19872,19154,35033,35799,35798
844,8,940,16074,16138,16015,19873,35800,35803,35801
845,8,16074,15979,16048,16138,35800,19875,35802,35803
846,8,16015,16138,16048,3635,35801,35803,35802,19874
847,8,17851,19875,35800,19873,19874,35802,35803,35801
848,8,18417,19876,35804,19877,19878,35805,35807,35806
849,8,19876,2861,12765,35804,35805,2862,12785,35807
